Entities,Start_index,End_index,Label,Doc_ID,title,description,date,transcriber name,transcript status
terry,3889,3894,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,4610,4615,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,5143,5151,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
nbc,5815,5818,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
nbc,6127,6130,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
nbc,6183,6186,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,6615,6620,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
unique new york,6644,6659,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
vy higginsen,7086,7098,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,7186,7190,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
ebony,7334,7339,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
ebony,7555,7560,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
ebony,7683,7688,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york city,8055,8068,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,8346,8351,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
john boune,8546,8556,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
english,8736,8743,NORP,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,9628,9633,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,9718,9722,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
chicago,9976,9983,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
kathleen,10419,10427,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
northwestern,10470,10482,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
english,10991,10998,LANGUAGE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
terry,11177,11182,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
unique new york,11206,11221,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york,11433,11441,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,11711,11715,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
ebony,11798,11803,ORG,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
mark,12209,12213,PERSON,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
new york city,12722,12735,GPE,RG_9_8_196,"Bullock, Kathleen, Mark Millander, and Terry Smith -- Students from the New York City Executive High School Intern Program","Dr. Roscoe C. Brown, Jr. and students Kathleen Bullock, Mark Millander, and Terry Smith discuss the professional development opportunities made available by the New York City Executive High School Intern Program.",1/21/76,Preservation,Reviewed
